series_name,network,season,title,imdb,engagement,date_aired,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country_state,suspects_amount,non_suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby_dum,scrappy_doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
Scooby-Doo and Scrappy-Doo (first series),ABC,1,When You Wish Upon a Star Creature,7.2,48.0,1979-12-01,21,TV Series,Star Creature,Male,Extraterrestrial,Humanoid,Star,fake,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,Rural,United States,4,False,True,Mr. Greenfield,Male,1,Theft,,,False,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (first series),ABC,1,"The Ghoul, the Bat and the Ugly",7.7,52.0,1979-12-08,21,TV Series,Shadow Creature,Male,Animal,Humanoid,Creature,fake,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,Urban,United States,4,False,True,Brandon Davies,Male,1,Theft,,,False,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
Scooby Goes Hollywood,ABC,Movie,Scooby Goes Hollywood,6.1,1051.0,1979-12-14,49,Movie,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Urban,California,3,,,,,0,,,,False,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (first series),ABC,1,Rocky Mountain Yiiiii!,7.5,48.0,1979-12-15,21,TV Series,Ghost of Jeremiah Pratt,Male,Ghost,Phantom,Human,fake,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Snow,United States,3,False,True,Will Henry Pratt,Male,1,Treasure,,,False,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Sorcerer's a Menace,7.3,47.0,1979-12-22,21,TV Series,Ghost of the Great Haldane,Male,Ghost,Magician,Human,fake,1,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Urban,New Jersey,4,False,True,Morgan the Magician,Male,1,Theft,,,False,0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Lock the Door, It's a Minotaur!",7.5,46.0,1979-12-29,21,TV Series,Minotaur,Male,Mythical,Minotaur,Minotaur,fake,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Rural,Greece,3,False,True,Nick Papas,Male,1,Treasure,,,False,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Ransom of Scooby Chief,6.5,47.0,1980-01-05,21,TV Series,,,,,,,0,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Urban,New York,2,False,True,"Carl,Tony","Male,Male",2,Extortion,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,False,True,False,False,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Close Encounter with a Strange Kind,7.1,35.0,1980-11-08,8,TV Series (segmented),"Aliens,Aliens","Male,Male","Extraterrestrial,Extraterrestrial","Alien,Alien","Alien,Alien",real,2,,,,False,False,,,,True,False,,,,False,False,,,,False,False,False,False,False,,Space,Space,0,,False,,,0,Experimentation,,,True,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fit Night Out for Bats,7.1,35.0,1980-11-08,8,TV Series (segmented),Sylvester,Male,Undead,Vampire,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,0,,False,,,0,Food,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Chinese Food Factory,7.1,35.0,1980-11-08,8,TV Series (segmented),Chinese Food Factory Burglar,Male,Disguised,Masked,Human,fake,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,True,False,,Urban,California,0,True,True,Chinese Food Factory Burglar,Male,1,Theft,,,False,0,,,,,,,,0.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Desert Dilemma,7.2,36.0,1980-11-15,8,TV Series (segmented),Arabian Magician,Male,Magician,Magician,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Desert,Saudi Arabia,0,,False,,,0,Experimentation,,,False,0,,,,,,,,3.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Old Cat and Mouse Game,7.2,37.0,1980-11-15,8,TV Series (segmented),Cat Man,Male,Animal,Humanoid,Cat,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Mountain,South America,0,,False,,,0,Food,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stow-Aways,6.8,32.0,1980-11-15,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Ocean,United States,1,False,False,Sailor,Male,1,Trespassing,,,False,0,,,,,,,,3.0,0.0,1.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Mummy's the Word,7.2,36.0,1980-11-22,8,TV Series (segmented),Mummy,Male,Undead,Mummy,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Desert,Egypt,0,,False,,,0,Trespassing,,,False,0,,,,,,,,7.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,"Hang in There, Scooby",7.2,37.0,1980-11-22,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Coast,United States,0,,,,,0,,,,False,0,,,,,,,,4.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stuntman Scooby,7.2,36.0,1980-11-22,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,1,,,,,0,,,,False,0,,,,,,,,4.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Three Ding-a-Ling Circus,7.2,37.0,1980-11-29,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,1,False,False,Boss,Male,1,Competition,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Fantastic Island,7.1,31.0,1980-11-29,8,TV Series (segmented),Caveman,Male,Ancient,Caveman,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Island,United States,0,,,,,0,Assistance,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Long John Scrappy,6.8,32.0,1980-11-29,8,TV Series (segmented),Pirate,Male,Ancient,Pirate,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Ocean,United States,0,,,,,0,Abduction,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Bull Fright,6.8,32.0,1980-12-06,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,Mexico,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Ghosts West,6.7,36.0,1980-12-06,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Desert,United States,1,False,False,Inkeeper,Male,1,Haunt,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Bungle in the Jungle,7.1,31.0,1980-12-06,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Jungle,Africa,1,False,False,Nazrat of the Jungle,Male,1,Trespassing,,,False,0,,,,,,,,0.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Fun Zone,7.1,31.0,1980-12-13,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,1,False,False,Killer Krunch,Male,1,Anger,,,False,0,,,,,,,,4.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Swamp Witch,6.7,36.0,1980-12-13,8,TV Series (segmented),Swamp Witch,Female,Magician,Witch,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Swamp,United States,0,,,,,0,Food,,,False,0,,,,,,,,4.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Sir Scooby and the Black Knight,7.0,29.0,1980-12-13,8,TV Series (segmented),Knight,Male,Ancient,Knight,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,Scotland,0,,,,,0,Trespassing,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Waxworld,6.7,36.0,1980-12-20,8,TV Series (segmented),Wax Master,Male,Possessed Object,Statue,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,England,0,,,,,0,Abduction,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby in Wonderland,7.0,29.0,1980-12-20,8,TV Series (segmented),"Evil Trees,Caterpillar,Cheshire Cat,Queen of Hearts","Male,Male,Male,Female","Plant,Animal,Animal,Magician","Evil,Talking,Talking,Queen","Tree,Caterpillar,Cat,Human",fake,4,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,0,,,,,0,Imagination,,,False,0,,,,,,,,3.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scrappy's Birthday,7.0,29.0,1980-12-20,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,1,False,False,Orderly,Male,1,Anger,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,South Seas Scare,7.0,32.0,1980-12-27,8,TV Series (segmented),Lava Monster,Male,Possessed Object,Statue,Lava,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Jungle,Hawaii,0,,,,,0,Trespassing,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Swiss Miss,6.7,29.0,1980-12-27,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Snow,Switzerland,1,False,False,Bulldog,Male,1,Competition,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Alaskan King Coward,7.0,32.0,1980-12-27,8,TV Series (segmented),Alaskan Monster,Male,Animal,Beast,Snow-Monster,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,False,Snow,Alaska,0,,,,,0,Food,,,False,0,,,,,,,,5.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,"Et Tu, Scoob?",6.7,29.0,1981-01-03,8,TV Series (segmented),Rocky Maximus,Male,Ancient,Gladiator,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,Italy,1,,,,,0,Competition,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Soggy Bog Scooby,6.7,29.0,1981-01-03,8,TV Series (segmented),Swamp Monster,Male,Animal,Beast,Swamp-Monster,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Swamp,United States,0,,,,,0,Food,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Gumbo,7.0,32.0,1981-01-03,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,Louisiana,1,False,False,Cheft,Male,1,Trespassing,,,False,0,,,,,,,,2.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Way Out Scooby,7.0,32.0,1981-01-10,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Desert,Mars,2,,,,,0,,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Strongman Scooby,7.0,32.0,1981-01-10,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Coast,United States,1,False,False,Bulldog,Male,1,Bully,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Moonlight Madness,7.0,32.0,1981-01-10,8,TV Series (segmented),Shaggy,Male,Animal,Werewolf,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,Austria,1,False,False,Adolf,Male,1,Loneliness,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Dog Tag Scooby,7.1,31.0,1981-01-17,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,1,False,False,Sergent,Male,1,Training,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby at the Center of the World,7.1,31.0,1981-01-17,8,TV Series (segmented),"Rock Monsters,Rock Monsters","Male,Male","Possessed Object,Possessed Object","Rock,Rock","Cave-Monster,Cave-Monster",real,2,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Cave,United States,0,,,,,0,Trespassing,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Trip to Ahz,7.1,31.0,1981-01-17,8,TV Series (segmented),Wicked Witch of the North by Southeast,Female,Magician,Witch,Human,fake,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,0,,,,,0,Imagination,,,False,0,,,,,,,,0.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fright at the Opera,7.2,31.0,1981-01-24,8,TV Series (segmented),Phantom of the Sewers,Male,Disguised,Phantom,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,True,False,False,Urban,France,0,,,,,0,Trespassing,,,False,0,,,,,,,,4.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Robot Ranch,7.1,31.0,1981-01-24,8,TV Series (segmented),Rawhide Red,Male,Mechanical,Robot,Object,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,0,,,,,0,Abduction,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Surprised Spies,7.1,31.0,1981-01-24,8,TV Series (segmented),Enemy Spy,Male,Disguised,Spy,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,California,0,,,,,0,Theft,,,False,0,,,,,,,,2.0,0.0,0.0,2.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Invasion of the Scooby Snatchers,7.2,31.0,1981-01-31,8,TV Series (segmented),Alien,Male,Extraterrestrial,Alien,Alien,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,0,,,,,0,Conquer,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Dooby Guru,7.1,31.0,1981-01-31,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Jungle,India,1,False,False,Taj Mahal Gaurd,Male,1,Trespassing,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby and the Bandit,7.2,31.0,1981-01-31,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Desert,United States,2,False,False,"Bandit,Wilbur","Male,Male",2,Anger,,,False,0,,,,,,,,1.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby-Nocchio,7.4,32.0,1981-09-19,8,TV Series (segmented),Pleasure Island Man,Male,Magician,Trickster,Human,fake,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,0,,,,,0,Imagination,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Lighthouse Keeper Scooby,7.4,32.0,1981-09-19,8,TV Series (segmented),Pirate,Male,Ghost,Pirate,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Island,United States,0,,,,,0,Trespassing,,,False,0,,,,,,,,5.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's Roots,7.4,32.0,1981-09-19,8,TV Series (segmented),Sheet Ghost,Male,Ghost,Phantom,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Forest,United States,1,True,False,Great-Grandpa Scooby,Male,1,Mistake,,,False,0,,,,,,,,3.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's Escape from Atlantis,7.2,30.0,1981-09-26,8,TV Series (segmented),Centaur,Male,Animal,Centaur,Centaur,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Ocean,Atlantis,0,,,,,0,Trespassing,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Excalibur Scooby,7.2,30.0,1981-09-26,8,TV Series (segmented),"Merlin,Jasper","Male,Male","Magician,Animal","Wizard,Giant","Human,Frog",real,2,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,England,0,,,,,0,Assistance,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby Saves the World,7.1,27.0,1981-09-26,8,TV Series (segmented),Alien,Male,Extraterrestrial,Alien,Alien,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Space,Space,0,,,,,0,Conquer,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby-Dooby Goo,7.1,29.0,1981-10-03,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,0,,,,,0,,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Rickshaw Scooby,7.1,29.0,1981-10-03,8,TV Series (segmented),Dragon,Male,Mythical,Dragon,Dragon,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Cave,China,0,,,,,0,Trespassing,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's Luck of the Irish,7.2,30.0,1981-10-03,8,TV Series (segmented),Pat O'Wiley,Male,Mythical,Leprechaun,Leprechaun,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Forest,Ireland,0,,,,,0,Trespassing,,,False,0,,,,,,,,5.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Backstage Scooby,7.1,29.0,1981-10-10,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,0,,,,,0,,,,False,0,,,,,,,,5.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's House of Mystery,7.1,27.0,1981-10-10,8,TV Series (segmented),Madame Olga,Female,Magician,Witch,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,0,,,,,0,Experimentation,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Sweet Dreams Scooby,7.1,27.0,1981-10-10,8,TV Series (segmented),"Red Baron,T-Rex","Male,Male","Ancient,Animal","Pilot,Dinosaur","Human,Dinosaur",fake,2,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,0,,,,,0,Imagination,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby-Doo 2000,7.1,29.0,1981-10-17,8,TV Series (segmented),Toy Gorilla,Male,Mechanical,Toy,Gorilla,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,England,0,,,,,0,Automated,,,False,0,,,,,,,,5.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Punk Rock Scooby,7.1,29.0,1981-10-17,8,TV Series (segmented),Plutonian,Male,Extraterrestrial,Alien,Hound,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,0,,,,,0,Abduction,,,False,0,,,,,,,,1.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Canine to Five,7.4,27.0,1981-10-17,8,TV Series (segmented),Dr. Wolf,Male,Animal,Werewolf,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,1,False,False,Dr. Wolf,Male,1,Food,,,True,0,,,,,,,,4.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Hard Hat Scooby,7.1,27.0,1981-10-24,8,TV Series (segmented),Vampire Foreman,Male,Undead,Vampire,Human,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,0,,,,,0,Food,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Hothouse Scooby,7.1,29.0,1981-10-24,8,TV Series (segmented),Carnivorous Plants,Male,Plant,Giant,Venus Fly Trap,real,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,1,False,False,Gardener,Male,1,Food,,,False,0,,,,,,,,7.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
Scooby-Doo and Scrappy-Doo (second series),ABC,2,Pigskin Scooby,7.1,32.0,1981-10-24,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,0,,,,,0,,,,False,0,,,,,,,,5.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
